filepath,churn,num_commits,sloc,bugs,enhancements,blocker_sev_bugs,major_sev_bugs,minor_sev_bugs,critical_sev_bugs,normal_sev_bugs,trivial_sev_bugs,regressions,vulnerabilities
server/mpm/prefork/scoreboard.h,37,5,90,0,0,0,0,0,0,0,0,0,0
srclib/expat-lite/xmltok_ns.c,0,0,89,0,0,0,0,0,0,0,0,0,0
modules/test/mod_rndchunk.c,20,2,84,0,0,0,0,0,0,0,0,0,0
server/util_md5.c,78,8,84,0,0,0,0,0,0,0,0,0,0
server/mpm/mpmt_beos/poll.c,0,0,84,0,0,0,0,0,0,0,0,0,0
server/mpm/spmt_os2/scoreboard.h,34,5,83,0,0,0,0,0,0,0,0,0,0
srclib/expat-lite/xmlrole.h,0,0,73,0,0,0,0,0,0,0,0,0,0
build/install.sh,0,0,73,0,0,0,0,0,0,0,0,0,0
support/rotatelogs.c,7,2,71,0,0,0,0,0,0,0,0,0,0
os/tpf/os.h,8,2,70,0,0,0,0,0,0,0,0,0,0
include/http_log.h,77,11,68,0,0,0,0,0,0,0,0,0,1
modules/generators/mod_status.c,846,8,67,0,0,0,0,0,0,0,0,0,2
build/PrintPath,11,1,66,0,0,0,0,0,0,0,0,0,0
os/win32/modules.c,45,4,65,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_asis.c,107,16,63,0,0,0,0,0,0,0,0,0,0
include/http_protocol.h,55,10,62,0,0,0,0,0,0,0,0,0,0
modules/echo/mod_echo.c,27,15,62,0,0,0,0,0,0,0,0,0,0
server/mpm/config.m4,89,11,61,0,0,0,0,0,0,0,0,0,0
test/test-writev.c,0,0,60,0,0,0,0,0,0,0,0,0,0
os/tpf/samples/loadset.jcl,116,1,58,0,0,0,0,0,0,0,0,0,0
build/build-modules-c.awk,10,2,56,0,0,0,0,0,0,0,0,0,0
srclib/expat-lite/expat.html,0,0,55,0,0,0,0,0,0,0,0,0,0
os/win32/MakeModuleMak.cpp,0,0,55,0,0,0,0,0,0,0,0,0,0
modules/proxy/.indent.pro,0,0,55,0,0,0,0,0,0,0,0,0,0
modules/metadata/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
os/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/aaa/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/mappers/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/echo/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
include/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
support/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/loggers/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/test/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/experimental/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/http/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
test/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/ssl/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
server/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/cache/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/filters/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/generators/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
os/unix/unixd.h,63,4,53,0,0,0,0,0,0,0,0,0,0
include/util_uri.h,28,2,52,0,0,0,0,0,0,0,0,0,0
os/unix/os.h,36,7,52,0,0,0,0,0,0,0,0,0,0
server/mpm/mpmt_beos/poll.h,0,0,49,0,0,0,0,0,0,0,0,0,0
build/mkdep.perl,0,0,46,0,0,0,0,0,0,0,0,0,0
server/config.m4,32,4,46,0,0,0,0,0,0,0,0,0,0
server/mpm/mpmt_pthread/mpm_default.h,60,4,45,0,0,0,0,0,0,0,0,0,0
modules/aaa/config.m4,133,11,45,0,0,0,0,0,0,0,0,0,0
support/log_server_status,18,1,45,0,0,0,0,0,0,0,0,0,0
server/gen_test_char.c,1,1,44,0,0,0,0,0,0,0,0,0,0
srclib/expat-lite/xmltok_impl.h,0,0,40,0,0,0,0,0,0,0,0,0,0
server/mpm/mpmt_beos/mpm_default.h,37,2,39,0,0,0,0,0,0,0,0,0,0
test/test_find.c,4,1,38,0,0,0,0,0,0,0,0,0,0
server/mpm/dexter/scoreboard.h,21,2,37,0,0,0,0,0,0,0,0,0,0
os/beos/beosd.h,62,4,37,0,0,0,0,0,0,0,0,0,0
build/buildcheck.sh,38,2,37,0,0,0,0,0,0,0,0,0,0
os/beos/os.c,20,3,36,0,0,0,0,0,0,0,0,0,0
test/test_parser.c,4,1,36,0,0,0,0,0,0,0,0,0,0
os/win32/apache.rc,0,0,35,0,0,0,0,0,0,0,0,0,0
include/http_request.h,34,5,34,0,0,0,0,0,0,0,0,0,0
server/mpm/dexter/mpm_default.h,90,3,33,0,0,0,0,0,0,0,0,0,0
server/mpm/mpmt_beos/scoreboard.h,189,2,33,0,0,0,0,0,0,0,0,0,0
srclib/expat-lite/asciitab.h,0,0,32,0,0,0,0,0,0,0,0,0,0
srclib/expat-lite/iasciitab.h,0,0,32,0,0,0,0,0,0,0,0,0,0
srclib/expat-lite/latin1tab.h,0,0,32,0,0,0,0,0,0,0,0,0,0
srclib/expat-lite/utf8tab.h,0,0,32,0,0,0,0,0,0,0,0,0,0
server/mpm/prefork/mpm_default.h,47,2,30,0,0,0,0,0,0,0,0,0,0
os/os2/os.h,15,4,28,0,0,0,0,0,0,0,0,0,0
srclib/expat-lite/hashtable.h,0,0,28,0,0,0,0,0,0,0,0,0,0
include/util_script.h,28,5,27,0,0,0,0,0,0,0,0,0,0
include/ap_listen.h,36,9,26,0,0,0,0,0,0,0,0,0,0
os/beos/os.h,26,5,26,0,0,0,0,0,0,0,0,0,0
os/bs2000/os.h,8,2,25,0,0,0,0,0,0,0,0,0,0
support/suexec.h,18,1,24,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/mpm_default.h,37,2,24,0,0,0,0,0,0,0,0,0,0
server/mpm/spmt_os2/mpm_default.h,37,2,24,0,0,0,0,0,0,0,0,0,0
server/gen_uri_delims.c,2,1,23,0,0,0,0,0,0,0,0,0,0
include/http_connection.h,43,10,22,0,0,0,0,0,0,0,0,0,0
support/SHA1/convert-sha1.pl,0,0,22,0,0,0,0,0,0,0,0,0,0
test/check_chunked,0,0,22,0,0,0,0,0,0,0,0,0,0
os/bs2000/os.c,22,3,22,0,0,0,0,0,0,0,0,0,0
build/mkdir.sh,0,0,21,0,0,0,0,0,0,0,0,0,0
srclib/expat-lite/xmldef.h,0,0,21,0,0,0,0,0,0,0,0,0,0
build/fastgen.sh,71,1,21,0,0,0,0,0,0,0,0,0,0
test/test_select.c,0,0,19,0,0,0,0,0,0,0,0,0,0
include/ap_mpm.h,111,8,19,0,0,0,0,0,0,0,0,0,0
include/http_vhost.h,24,2,17,0,0,0,0,0,0,0,0,0,0
include/mpm_status.h,33,2,15,0,0,0,0,0,0,0,0,0,0
include/util_md5.h,42,6,14,0,0,0,0,0,0,0,0,0,0
os/config.m4,24,4,14,0,0,0,0,0,0,0,0,0,0
include/http_main.h,135,4,14,0,0,0,0,0,0,0,0,0,0
support/split-logfile,18,1,14,0,0,0,0,0,0,0,0,0,0
include/util_date.h,53,8,13,0,0,0,0,0,0,0,0,0,0
include/ap_mmn.h,18,1,13,0,0,0,0,0,0,0,0,0,1
server/buildmark.c,18,1,11,0,0,0,0,0,0,0,0,0,0
support/phf_abuse_log.cgi,0,0,10,0,0,0,0,0,0,0,0,0,0
os/win32/resource.h,0,0,10,0,0,0,0,0,0,0,0,0,0
include/rfc1413.h,18,1,10,0,0,0,0,0,0,0,0,0,0
include/http_conf_globals.h,82,3,9,0,0,0,0,0,0,0,0,0,0
server/mpm/mpmt_pthread/config.m4,10,3,9,0,0,0,0,0,0,0,0,0,0
os/unix/os-inline.c,35,2,9,0,0,0,0,0,0,0,0,0,0
server/mpm/mpmt_beos/mpmt_beos.h,26,3,9,0,0,0,0,0,0,0,0,0,0
os/tpf/os-inline.c,0,0,8,0,0,0,0,0,0,0,0,0,0
os/bs2000/os-inline.c,0,0,8,0,0,0,0,0,0,0,0,0,0
os/unix/config.m4,16,1,8,0,0,0,0,0,0,0,0,0,0
server/mpm/prefork/config.m4,10,3,8,0,0,0,0,0,0,0,0,0,0
os/os2/os-inline.c,0,0,8,0,0,0,0,0,0,0,0,0,0
server/mpm/dexter/config.m4,5,2,7,0,0,0,0,0,0,0,0,0,0
build/config-stubs,0,0,7,0,0,0,0,0,0,0,0,0,0
os/bs2000/ebcdic.h,0,0,6,0,0,0,0,0,0,0,0,0,0
server/mpm/spmt_os2/config.m4,0,0,6,0,0,0,0,0,0,0,0,0,0
os/tpf/ebcdic.h,0,0,6,0,0,0,0,0,0,0,0,0,0
support/SHA1/htpasswd-sha1.pl,0,0,6,0,0,0,0,0,0,0,0,0,0
os/tpf/TPFExport,0,0,6,0,0,0,0,0,0,0,0,0,0
server/mpm/mpmt_beos/config.m4,0,0,5,0,0,0,0,0,0,0,0,0,0
os/os2/config.m4,0,0,4,0,0,0,0,0,0,0,0,0,0
build/MakeEtags,0,0,4,0,0,0,0,0,0,0,0,0,0
os/beos/config.m4,0,0,3,0,0,0,0,0,0,0,0,0,0
build/snapshot,0,0,3,0,0,0,0,0,0,0,0,0,0
build/cvsclean,0,0,2,0,0,0,0,0,0,0,0,0,0
buildconf,176,10,2,0,0,0,0,0,0,0,0,0,0
modules/loggers/mod_log_config.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_asis.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_negotiation.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_usertrack.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_unique_id.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_info.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_setenvif.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_alias.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_autoindex.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_userdir.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_auth_dbm.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_env.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_imap.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_access.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_rewrite.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_actions.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_cgi.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_speling.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_expires.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_cern_meta.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_mime_magic.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_include.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_dir.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_auth_anon.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_auth.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_status.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/proxy/libproxy.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_headers.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/http/mod_mime.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/arch/win32/mod_isapi.c,34,4,0,2,0,0,1,0,1,0,0,0,1
build/binbuild.sh,213,15,0,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/mpm_winnt.c,4372,41,0,0,0,0,0,0,0,0,0,0,0
server/mpm/MPM.NAMING,16,2,0,0,0,0,0,0,0,0,0,0,0
emacs-style,1,1,0,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/mpm_winnt.h,66,7,0,0,0,0,0,0,0,0,0,0,0
KEYS,405,4,0,0,0,0,0,0,0,0,0,0,0
.gdbinit,5,1,0,0,0,0,0,0,0,0,0,0,0
ApacheCore.dsp,138,9,0,0,0,0,0,0,0,0,0,0,0
httpd.dsp,138,9,0,0,0,0,0,0,0,0,0,0,0
libhttpd.def,300,10,0,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/registry.c,167,7,0,0,0,0,0,0,0,0,0,0,0
modules/README,4,1,0,0,0,0,0,0,0,0,0,0,0
server/gen_test_char.dsp,8,2,0,0,0,0,0,0,0,0,0,0,0
srclib/.cvsignore,4,4,0,0,0,0,0,0,0,0,0,0,0
configure.in,197,23,0,0,0,0,0,0,0,0,0,0,1
support/apxs.in,65,3,0,0,0,0,0,0,0,0,0,0,0
Apache.dsp,44,2,0,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/service.c,172,3,0,0,0,0,0,0,0,0,0,0,0
include/.cvsignore,3,1,0,0,0,0,0,0,0,0,0,0,0
modules/.cvsignore,3,3,0,0,0,0,0,0,0,0,0,0,0
modules/aaa/.cvsignore,8,2,0,0,0,0,0,0,0,0,0,0,0
os/unix/.cvsignore,6,2,0,0,0,0,0,0,0,0,0,0,0
server/.cvsignore,6,2,0,0,0,0,0,0,0,0,0,0,0
server/mpm/dexter/.cvsignore,4,2,0,0,0,0,0,0,0,0,0,0,0
server/mpm/mpmt_pthread/.cvsignore,6,2,0,0,0,0,0,0,0,0,0,0,0
server/mpm/prefork/.cvsignore,6,3,0,0,0,0,0,0,0,0,0,0,0
build/build.mk,86,5,0,0,0,0,0,0,0,0,0,0,0
build/build2.mk,99,5,0,0,0,0,0,0,0,0,0,0,0
build/rules.mk,76,3,0,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_auth_anon.dsp,8,1,0,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_info.dsp,8,1,0,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_status.dsp,8,1,0,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_rewrite.dsp,8,1,0,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_speling.dsp,8,1,0,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_cern_meta.dsp,8,1,0,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_expires.dsp,8,1,0,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_headers.dsp,8,1,0,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_usertrack.dsp,8,1,0,0,0,0,0,0,0,0,0,0,0
os/.cvsignore,1,1,0,0,0,0,0,0,0,0,0,0,0
server/mpm/.cvsignore,1,1,0,0,0,0,0,0,0,0,0,0,0
Makefile.in,1,1,0,0,0,0,0,0,0,0,0,0,0
Announcement,2,1,0,0,0,0,0,0,0,0,0,0,0
LICENSE,18,1,0,0,0,0,0,0,0,0,0,0,0
build/library.mk,70,1,0,0,0,0,0,0,0,0,0,0,0
build/ltlib.mk,70,1,0,0,0,0,0,0,0,0,0,0,0
build/program.mk,70,1,0,0,0,0,0,0,0,0,0,0,0
build/special.mk,70,1,0,0,0,0,0,0,0,0,0,0,0
srclib/expat-lite/CHANGES,4,1,0,0,0,0,0,0,0,0,0,0,0
server/protocol.c,0,0,0,0,0,0,0,0,0,0,0,0,5
modules/http/byterange_filter.c,0,0,0,0,0,0,0,0,0,0,0,0,2
modules/filters/mod_reqtimeout.c,0,0,0,0,0,0,0,0,0,0,0,0,1
modules/cache/cache_storage.c,0,0,0,0,0,0,0,0,0,0,0,0,1
modules/dav/main/util.c,0,0,0,0,0,0,0,0,0,0,0,0,1
modules/session/mod_session.c,0,0,0,0,0,0,0,0,0,0,0,0,1
modules/proxy/mod_proxy_ftp.c,0,0,0,0,0,0,0,0,0,0,0,0,4
modules/proxy/mod_proxy_http.c,0,0,0,0,0,0,0,0,0,0,0,0,3
modules/dav/main/mod_dav.c,0,0,0,0,0,0,0,0,0,0,0,0,3
modules/ldap/util_ldap.c,0,0,0,0,0,0,0,0,0,0,0,0,1
modules/proxy/mod_proxy_balancer.c,0,0,0,0,0,0,0,0,0,0,0,0,1
modules/mappers/mod_imagemap.c,0,0,0,0,0,0,0,0,0,0,0,0,2
include/mpm_common.h,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/beos/mpm.h,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/experimental/event/event.c,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/experimental/event/mpm.h,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/experimental/leader/mpm.h,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/experimental/perchild/mpm.h,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/experimental/threadpool/mpm.h,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/mpmt_os2/mpm.h,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/mpmt_os2/mpmt_os2.c,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/netware/mpm.h,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/prefork/mpm.h,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/worker/mpm.h,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/worker/worker.c,0,0,0,0,0,0,0,0,0,0,0,0,2
server/mpm_common.c,0,0,0,0,0,0,0,0,0,0,0,0,1
server/scoreboard.c,0,0,0,0,0,0,0,0,0,0,0,0,1
modules/cache/cache_util.c,0,0,0,0,0,0,0,0,0,0,0,0,1
modules/ssl/ssl_engine_kernel.c,0,0,0,0,0,0,0,0,0,0,0,0,5
modules/experimental/cache_util.c,0,0,0,0,0,0,0,0,0,0,0,0,1
modules/experimental/mod_cache.h,0,0,0,0,0,0,0,0,0,0,0,0,1
modules/experimental/mod_disk_cache.c,0,0,0,0,0,0,0,0,0,0,0,0,1
modules/experimental/mod_mem_cache.c,0,0,0,0,0,0,0,0,0,0,0,0,1
server/core.c,0,0,0,0,0,0,0,0,0,0,0,0,2
modules/dav/fs/lock.c,0,0,0,0,0,0,0,0,0,0,0,0,1
modules/ssl/ssl_engine_io.c,0,0,0,0,0,0,0,0,0,0,0,0,3
server/mpm/netware/mpm_netware.c,0,0,0,0,0,0,0,0,0,0,0,0,1
